author,auto,chosen.values,rejected.values
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),false,"[36,91,92,75,42,4,58,7,18,22,74,59,78,3,33,42]","[61,77,53,57,93,27,9,96,86,68,84,67,71,48,19,61]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),false,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[36,91,92,75,42,4,58,7,18,22,74,59,78,3,33,42]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[43.313289318912624,107.98373187781529,81.2026721833564,97.07920180338202,51.220501593952044,17.110069801599398,44.132269214836626,7.824440041187598,7.192304102955319,22.740006023552873,50.72811478567329,72.3717803053394,70.0463172657403,17.490114801864255,43.04561582560599,62.23016745445575]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[41.40169796926647,96.15926120347103,96.70392487320949,82.56139615484868,30.142445246019886,51.15645333005228,73.41147052876644,-8.181830795603432,19.969090038274395,-0.9548202390911342,68.2590002904467,55.2623712106817,68.09777965878646,19.974983915755775,49.73840402772044,20.69158736555645]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[39.82007731616167,75.71008029125652,93.239719446223,93.21594170944076,31.28496768214845,15.298324525192191,63.24389301320002,14.10892274979223,-7.617773677444658,9.71225513058851,76.70786089813816,80.29632471436216,87.93724544891258,16.08254372478608,55.26358581682064,38.658044439668295]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[42.5079737501702,83.65912534378968,88.4988582066178,93.12962424241162,44.24895274383172,18.64660045768584,62.12318146672807,13.512803592858926,-3.812364660085235,11.661514919239337,67.40625606920855,85.06536797743965,69.4457117504376,13.626811526418685,53.2775787592077,55.26891379384865]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[35.1247814418052,91.80031801778632,95.58243206525343,87.97276120621751,48.07488824752254,22.728917961865612,47.72835914613267,-2.941239876510542,1.8808084012144608,34.51252959538233,71.3519908499974,72.34080760148862,67.08140682194075,5.711817577536159,50.57396759124336,62.465577374775]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[33.890026260012334,88.3269771418216,75.19691831949211,67.46307979309114,33.474509833714514,-6.0414976629179264,74.70036681723599,10.69701545101481,20.251147058804435,26.812774838295013,75.06184295653213,49.81675881601979,85.80913853724083,-9.883197060015181,38.03271425368643,40.23933636760037]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[29.36918613281076,94.48316681044145,110.57794001842166,61.079523301360084,52.521015763189865,8.745714426732427,81.34793348014162,-0.6511573408923752,1.6335953277390356,11.65634200177304,85.15078292083605,66.5506747809232,89.22285320839866,-3.2580399448979467,51.99348326138418,58.026697936074314]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[27.323214393430565,77.08277574426022,104.90358530070971,79.22672653522272,45.190998203588514,4.53058395915269,69.50776253645458,8.829471314812604,1.624997922877311,15.54897644593919,58.63344631411536,67.96319028347581,84.87578038351839,21.363854899925784,41.01338671108302,49.28350065111835]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[38.21133668876735,84.44762435402048,81.49006837867992,107.601249261653,45.348980209317205,21.914973391258364,61.31186249601558,27.342934291089428,12.296787329427783,38.75615365934192,64.13444942488832,48.53204240405397,64.38511875907022,9.1432497006366,57.41256729004172,60.75917924763127]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[40.526386932135495,68.922859699644,80.31810655924856,98.10862510563176,32.036239021909076,13.620429266103756,65.68814371717359,11.749444380102492,-7.615643495390126,18.286580232857748,77.21988970351367,74.2409917393565,86.12051119999042,-16.31348621496488,43.77573062219976,36.36992576713272]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),false,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[50.99416842714564,97.04728134414067,84.8665247887624,97.08544766773402,45.97579231131649,11.484014254753301,79.45697887228236,12.380839358022627,21.88983264779786,13.8015177573679,86.29568807427518,68.71485565464153,69.98554853983066,24.47874935009441,50.46971765990019,51.074211286996]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[47.464246740793264,90.5431947649127,89.87026193030069,92.48469573510769,58.03767192215956,8.038096291233888,80.77227661133429,10.52613537454297,16.725959549904932,22.375608349591165,59.87078190465354,45.77841454100418,71.23284976694501,-14.38277864893194,50.75073440492016,44.46250477980708]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[38.27519059066961,79.76479425518336,113.53153188630469,110.11128143772596,32.58996344459137,17.105934727309048,69.21653643700554,-1.9932027995640684,-5.9059906738138785,12.027715075491209,89.00622746951554,55.156454560281695,70.75590007465816,9.079988904702914,58.75779428236074,50.32606592252921]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[31.89907152731365,80.9942604797039,98.6483844438854,91.94596887644173,37.05067935877847,-0.6815719718538027,64.72610933653782,3.879799418044934,9.51384250924413,9.702645695131096,75.21024663330564,27.11904017414123,79.76420758250882,13.205629427419433,64.86555771126123,41.22373829130119]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),false,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[37.971294811758206,61.89161744467749,98.37854399640537,82.85133625243806,58.265003036211574,17.988486506329487,60.16530257559201,11.482803699111889,27.726631530804944,26.92785532012789,57.37331278849793,52.82097989653036,82.16127728068287,11.482769789950243,43.91527317905445,51.883231699796596]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[35.04083573189782,102.15978596190764,75.69422248509181,94.25704972277069,54.844043351218026,17.907479715283145,50.32677315566431,23.402728961424312,28.018281749662144,19.99194398448097,67.749022396888,57.05135030284397,92.50201870281903,18.841125819689378,57.946480638308415,56.57466704951884]"
Fri Mar 12 2021 11:33:51 GMT+0000 (Greenwich Mean Time),true,"[44.840720710757125,89.26961992853023,90.2325797184499,87.50817680069198,45.354170544446575,16.282967984487122,62.726415549996446,8.198990539526179,10.04728965080866,16.607911589209976,69.29850887103964,54.973030161613686,76.70490918013762,10.079122993173272,50.39571807703672,46.264714306290834]","[31.75384408539423,87.05802640273912,105.40543255908743,76.80020051919314,46.84889747712899,24.809989439451726,59.38647169261954,11.156126407046681,-1.7133320113658659,7.169204945866397,71.25172032354781,32.73027609996788,64.77616375576062,-3.3208727747515816,43.97329375126013,55.74356577639468]"
